,RUL-predicted,TRUE-RUL
167,101.97,107
168,103.8625,106
169,118.1575,105
170,109.21,104
171,107.0675,103
172,104.1825,102
173,96.7325,101
174,95.525,100
175,104.925,99
176,109.04,98
177,93.9625,97
178,99.625,96
179,95.0025,95
180,99.3775,94
181,96.3075,93
182,89.5625,92
183,78.3525,91
184,92.4675,90
185,80.7925,89
186,97.45,88
187,92.2025,87
188,97.2775,86
189,88.985,85
190,74.6075,84
191,59.8575,83
192,71.5875,82
193,74.255,81
194,77.12,80
195,77.8975,79
196,73.1225,78
197,76.8525,77
198,80.135,76
199,48.31,75
200,67.3025,74
201,63.055,73
202,54.785,72
203,67.445,71
204,64.455,70
205,53.045,69
206,188.855,187
207,181.57,186
208,191.59,185
209,189.4525,184
210,190.3875,183
211,185.7225,182
212,193.665,181
213,178.295,180
214,190.65,179
215,204.4475,178
216,188.05,177
217,185.34,176
218,211.19,175
219,181.9125,174
220,177.96,173
221,183.725,172
222,175.475,171
223,182.65,170
224,173.15,169
225,173.415,168
226,175.305,167
227,177.6225,166
228,181.815,165
229,177.42,164
230,192.595,163
231,174.3075,162
232,180.2075,161
233,173.1,160
234,171.16,159
235,163.27,158
236,165.4575,157
237,160.325,156
238,186.28,155
239,160.665,154
240,159.03,153
241,206.6125,152
242,158.3625,151
243,164.4475,150
244,175.4675,149
245,161.2775,148
246,161.5525,147
247,158.36,146
248,152.5175,145
249,151.11,144
250,156.955,143
251,149.975,142
252,153.8225,141
253,156.53,140
254,157.3675,139
255,151.125,138
256,145.1375,137
257,148.2475,136
258,145.195,135
259,147.4625,134
260,148.9525,133
261,143.0825,132
262,135.2725,131
263,145.9725,130
264,142.1625,129
265,143.9825,128
266,143.045,127
267,133.49,126
268,136.695,125
269,135.915,124
270,144.0375,123
271,132.69,122
272,142.915,121
273,134.4825,120
274,126.95,119
275,121.9225,118
276,127.945,117
277,115.3925,116
278,122.505,115
279,113.94,114
280,116.295,113
281,112.8225,112
282,116.8075,111
283,116.0425,110
284,130.14,109
285,116.81,108
286,136.645,107
287,124.055,106
288,119.8275,105
289,115.615,104
290,124.93,103
291,112.825,102
292,111.985,101
293,117.3025,100
294,109.7175,99
295,108.6825,98
296,106.9575,97
297,111.03,96
298,111.2,95
299,102.2775,94
300,109.5325,93
301,92.8975,92
302,97.9825,91
303,95.3575,90
304,101.8675,89
305,88.4675,88
306,85.3075,87
307,116.9375,86
308,95.1025,85
309,84.975,84
310,82.675,83
311,72.145,82
312,195.645,188
313,196.88,187
314,192.455,186
315,182.3975,185
316,197.6075,184
317,196.12,183
318,185.8475,182
319,186.73,181
320,185.82,180
321,186.715,179
322,199.0675,178
323,187.2375,177
324,182.16,176
325,186.1775,175
326,176.195,174
327,175.9975,173
328,173.2925,172
329,177.4,171
330,177.7925,170
331,166.7725,169
332,178.9075,168
333,171.145,167
334,176.2,166
335,179.7525,165
336,172.725,164
337,172.5375,163
338,173.6075,162
339,168.1825,161
340,172.1575,160
341,159.51,159
342,180.415,158
343,168.97,157
344,168.2425,156
345,157.795,155
346,154.0575,154
347,171.3525,153
348,164.4125,152
349,161.9775,151
350,161.875,150
351,167.045,149
352,164.365,148
353,152.285,147
354,151.35,146
355,150.2175,145
356,174.715,144
357,152.65,143
358,150.6125,142
359,144.3475,141
360,144.6675,140
361,141.5975,139
362,147.255,138
363,147.315,137
364,149.39,136
365,152.33,135
366,143.4875,134
367,139.705,133
368,150.4375,132
369,144.6625,131
370,152.8125,130
371,150.625,129
372,139.9125,128
373,132.415,127
374,134.58,126
375,131.3,125
376,135.3075,124
377,130.145,123
378,128.6425,122
379,115.0725,121
380,133.14,120
381,128.14,119
382,128.0325,118
383,129.8825,117
384,131.5375,116
385,112.1225,115
386,125.5175,114
387,117.7975,113
388,136.41,112
389,119.43,111
390,119.59,110
391,113.38,109
392,116.7375,108
393,115.8375,107
394,111.1775,106
395,116.905,105
396,115.185,104
397,125.1775,103
398,106.98,102
399,109.435,101
400,120.465,100
401,115.115,99
402,104.6875,98
403,107.2725,97
404,97.98,96
405,110.14,95
406,94.6325,94
407,97.245,93
408,102.6275,92
409,102.4525,91
410,193.035,197
411,203.5275,196
412,195.4225,195
413,187.5925,194
414,199.6125,193
415,191.41,192
416,194.02,191
417,195.46,190
418,182.755,189
419,188.6825,188
420,198.5575,187
421,183.0425,186
422,188.7325,185
423,181.71,184
424,173.545,183
425,180.33,182
426,181.0425,181
427,187.005,180
428,187.1125,179
429,172.165,178
430,172.525,177
431,188.7525,176
432,187.155,175
433,165.08,174
434,170.5525,173
435,173.2425,172
436,172.895,171
437,176.57,170
438,179.34,169
439,183.3725,168
440,159.3575,167
441,162.49,166
442,152.91,165
443,177.345,164
444,158.2375,163
445,161.21,162
446,172.9575,161
447,178.735,160
448,157.47,159
449,151.715,158
450,172.915,157
451,143.8675,156
452,170.8575,155
453,142.6775,154
454,143.7175,153
455,145.7425,152
456,150.06,151
457,146.6825,150
458,151.3625,149
459,151.5225,148
460,166.54,147
461,149.6225,146
462,138.755,145
463,149.2,144
464,142.035,143
465,157.1575,142
466,140.755,141
467,143.93,140
468,132.1,139
469,166.6425,138
470,142.1825,137
471,125.535,136
472,135.1475,135
473,136.0575,134
474,133.6025,133
475,136.1375,132
476,132.12,131
477,131.02,130
478,137.98,129
479,125.49,128
480,132.4725,127
481,121.495,126
482,129.485,125
483,120.275,124
484,130.435,123
485,112.855,122
486,124.8175,121
487,115.3525,120
488,112.36,119
489,105.94,118
490,114.1725,117
491,129.685,116
492,131.075,115
493,114.5775,114
494,112.2,113
495,129.2725,112
496,120.99,111
497,111.5475,110
498,121.4825,109
499,120.12,108
500,107.0575,107
501,107.7675,106
502,110.655,105
503,113.6675,104
504,100.795,103
505,99.79,102
506,111.515,101
507,100.595,100
508,110.9325,99
509,100.895,98
510,95.5875,97
511,103.03,96
512,102.0,95
513,104.68,94
514,91.295,93
515,199.22,250
516,215.4225,249
517,222.305,248
518,232.63,247
519,206.6475,246
520,208.635,245
521,229.5275,244
522,201.895,243
523,207.52,242
524,213.92,241
525,204.5675,240
526,210.495,239
527,205.6075,238
528,214.1025,237
529,208.49,236
530,205.045,235
531,197.56,234
532,217.6,233
533,194.1975,232
534,200.5475,231
535,208.135,230
536,200.3425,229
537,199.415,228
538,192.5775,227
539,200.0575,226
540,180.91,225
541,193.9475,224
542,186.275,223
543,192.9825,222
544,186.4375,221
545,211.8625,220
546,189.0275,219
547,204.195,218
548,201.7425,217
549,172.2675,216
550,175.8325,215
551,162.47,214
552,190.9375,213
553,193.1625,212
554,192.2225,211
555,197.925,210
556,178.8475,209
557,184.8125,208
558,166.63,207
559,182.675,206
560,185.54,205
561,179.4175,204
562,169.7675,203
563,166.7925,202
564,161.6675,201
565,174.6625,200
566,160.4575,199
567,160.3775,198
568,176.82,197
569,164.325,196
570,139.915,195
571,172.0925,194
572,165.0275,193
573,166.635,192
574,158.75,191
575,189.1425,190
576,171.0375,189
577,154.755,188
578,150.275,187
579,170.265,186
580,157.4575,185
581,155.98,184
582,157.175,183
583,156.1525,182
584,177.3475,181
585,151.555,180
586,159.6975,179
587,146.1375,178
588,148.8425,177
589,165.38,176
590,163.4075,175
591,151.56,174
592,152.4575,173
593,154.495,172
594,146.1375,171
595,147.5225,170
596,148.275,169
597,142.7125,168
598,148.4175,167
599,151.4225,166
600,171.385,165
601,119.34,164
602,140.2175,163
603,130.485,162
604,148.835,161
605,148.0175,160
606,146.8525,159
607,124.28,158
608,145.415,157
609,155.0725,156
610,155.13,155
611,132.9275,154
612,138.11,153
613,137.0875,152
614,117.215,151
615,134.9375,150
616,137.1775,149
617,124.62,148
618,129.3875,147
619,144.9825,146
620,147.53,145
621,129.1075,144
622,139.3225,143
623,137.81,142
624,117.495,141
625,105.73,140
626,123.5525,139
627,144.6275,138
628,137.4075,137
629,117.655,136
630,129.2575,135
631,116.5225,134
632,121.565,133
633,100.08,132
634,103.53,131
635,135.1625,130
636,119.3025,129
637,138.1125,128
638,130.0025,127
639,132.21,126
640,105.745,125
641,129.985,124
642,112.575,123
643,132.7675,122
644,123.5525,121
645,114.0225,120
646,121.6,119
647,108.4075,118
648,133.42,117
649,135.6425,116
650,115.67,115
651,120.6575,114
652,121.67,113
653,125.32,112
654,122.4975,111
655,101.9225,110
656,107.785,109
657,109.465,108
658,105.2575,107
659,107.5575,106
660,118.6175,105
661,113.015,104
662,112.785,103
663,118.8925,102
664,109.09,101
665,126.815,100
666,116.4375,99
667,109.0875,98
668,119.175,97
669,115.805,96
670,124.5825,95
671,113.31,94
672,112.7375,93
673,104.7425,92
674,120.2575,91
675,187.065,260
676,199.9925,259
677,208.2075,258
678,203.9725,257
679,196.9525,256
680,194.9775,255
681,189.8625,254
682,179.275,253
683,193.86,252
684,184.3075,251
685,187.945,250
686,187.88,249
687,187.41,248
688,191.8225,247
689,188.755,246
690,187.925,245
691,181.5025,244
692,172.715,243
693,185.47,242
694,179.8125,241
695,181.5975,240
696,180.555,239
697,182.6625,238
698,177.41,237
699,180.195,236
700,199.855,235
701,169.6475,234
702,182.99,233
703,170.3425,232
704,160.3125,231
705,163.895,230
706,165.66,229
707,162.6425,228
708,168.0425,227
709,173.0025,226
710,156.2575,225
711,163.6125,224
712,171.515,223
713,171.23,222
714,168.245,221
715,174.4175,220
716,167.425,219
717,157.12,218
718,162.4775,217
719,159.7475,216
720,153.645,215
721,163.2175,214
722,159.65,213
723,159.4025,212
724,147.08,211
725,158.575,210
726,153.9325,209
727,156.1475,208
728,138.4775,207
729,144.5425,206
730,150.255,205
731,148.52,204
732,140.325,203
733,138.95,202
734,141.6125,201
735,130.735,200
736,143.4725,199
737,146.345,198
738,153.88,197
739,139.3225,196
740,158.57,195
741,141.6875,194
742,142.015,193
743,130.0625,192
744,130.4625,191
745,133.7325,190
746,139.5975,189
747,124.275,188
748,126.855,187
749,130.5325,186
750,136.55,185
751,133.1975,184
752,118.635,183
753,112.5625,182
754,122.6225,181
755,118.3425,180
756,116.7575,179
757,123.4175,178
758,124.675,177
759,126.295,176
760,110.6675,175
761,133.2125,174
762,107.51,173
763,145.8875,172
764,107.76,171
765,116.1775,170
766,129.825,169
767,108.815,168
768,102.5925,167
769,108.3225,166
770,102.96,165
771,112.3775,164
772,108.76,163
773,108.155,162
774,96.6375,161
775,98.81,160
776,108.115,159
777,104.9675,158
778,100.12,157
779,105.145,156
780,103.56,155
781,100.4275,154
782,102.6375,153
783,97.555,152
784,101.7125,151
785,88.7125,150
786,98.585,149
787,97.205,148
788,94.275,147
789,97.8025,146
790,95.1125,145
791,100.69,144
792,126.4225,143
793,89.645,142
794,101.0325,141
795,114.105,140
796,92.94,139
797,95.8625,138
798,100.4675,137
799,94.8975,136
800,110.4025,135
801,93.2025,134
802,87.6975,133
803,87.63,132
804,86.29,131
805,101.31,130
806,99.9775,129
807,91.4125,128
808,85.1425,127
809,93.1725,126
810,87.7675,125
811,81.245,124
812,95.405,123
813,86.33,122
814,82.0175,121
815,89.7925,120
816,90.68,119
817,101.75,118
818,89.8,117
819,81.8575,116
820,98.6075,115
821,86.995,114
822,87.575,113
823,86.8775,112
824,106.04,111
825,88.7825,110
826,70.905,109
827,80.4775,108
828,82.845,107
829,75.655,106
830,102.8825,105
831,67.6475,104
832,85.68,103
833,96.1275,102
834,73.24,101
835,71.525,100
836,76.3075,99
837,68.8075,98
838,82.1125,97
839,78.1725,96
840,68.2525,95
841,186.7475,165
842,198.5125,164
843,214.165,163
844,193.3025,162
845,186.5925,161
846,195.4975,160
847,188.7875,159
848,190.3125,158
849,187.5375,157
850,186.0225,156
851,186.525,155
852,179.2575,154
853,192.1525,153
854,187.4525,152
855,189.7175,151
856,183.345,150
857,180.355,149
858,181.065,148
859,182.46,147
860,177.38,146
861,179.655,145
862,181.905,144
863,170.3325,143
864,181.2175,142
865,167.6725,141
866,182.5975,140
867,163.33,139
868,172.15,138
869,160.76,137
870,160.7775,136
871,169.955,135
872,157.31,134
873,164.795,133
874,169.295,132
875,152.8725,131
876,170.0975,130
877,156.325,129
878,149.8175,128
879,163.3175,127
880,146.1125,126
881,163.8425,125
882,146.9775,124
883,147.81,123
884,161.58,122
885,160.945,121
886,154.2125,120
887,142.6775,119
888,154.9425,118
889,155.5175,117
890,156.6425,116
891,131.6225,115
892,148.64,114
893,140.72,113
894,149.1775,112
895,134.7475,111
896,213.33,287
897,219.475,286
898,224.4325,285
899,189.47,284
900,206.8375,283
901,224.9475,282
902,215.4825,281
903,209.015,280
904,202.7,279
905,211.555,278
906,209.53,277
907,204.6625,276
908,192.1625,275
909,192.08,274
910,184.235,273
911,193.18,272
912,202.1975,271
913,194.9525,270
914,201.8725,269
915,204.9375,268
916,202.6325,267
917,193.855,266
918,205.0175,265
919,218.8725,264
920,184.4675,263
921,194.51,262
922,202.7125,261
923,188.0525,260
924,175.015,259
925,181.2425,258
926,180.825,257
927,179.955,256
928,176.9,255
929,180.345,254
930,190.19,253
931,190.86,252
932,167.85,251
933,192.2675,250
934,186.97,249
935,194.7025,248
936,169.4625,247
937,172.8575,246
938,166.6875,245
939,166.0775,244
940,176.23,243
941,170.2175,242
942,164.4875,241
943,166.1025,240
944,176.805,239
945,181.76,238
946,150.025,237
947,144.36,236
948,163.4625,235
949,160.26,234
950,149.555,233
951,169.5925,232
952,150.665,231
953,155.1775,230
954,161.365,229
955,162.19,228
956,174.9875,227
957,165.9025,226
958,159.5925,225
959,157.8325,224
960,149.8175,223
961,153.4425,222
962,152.645,221
963,137.81,220
964,152.445,219
965,144.385,218
966,141.9675,217
967,144.0375,216
968,158.5575,215
969,141.39,214
970,142.585,213
971,160.165,212
972,143.05,211
973,166.825,210
974,138.175,209
975,135.1425,208
976,153.8225,207
977,146.65,206
978,144.655,205
979,143.5025,204
980,140.66,203
981,147.0775,202
982,124.25,201
983,134.735,200
984,147.72,199
985,133.1525,198
986,146.385,197
987,136.3425,196
988,130.19,195
989,147.0925,194
990,153.8525,193
991,149.62,192
992,138.8975,191
993,123.935,190
994,134.075,189
995,130.9175,188
996,139.135,187
997,122.58,186
998,130.3425,185
999,125.755,184
1000,121.53,183
1001,128.44,182
1002,127.1725,181
1003,133.2675,180
1004,140.5475,179
1005,151.3925,178
1006,115.1525,177
1007,121.57,176
1008,138.38,175
1009,123.015,174
1010,141.16,173
1011,107.23,172
1012,137.325,171
1013,121.115,170
1014,143.215,169
1015,118.82,168
1016,123.4875,167
1017,152.415,166
1018,121.8025,165
1019,122.8475,164
1020,116.865,163
1021,118.1925,162
1022,116.4075,161
1023,133.6675,160
1024,115.845,159
1025,127.83,158
1026,96.57,157
1027,108.005,156
1028,122.775,155
1029,130.53,154
1030,121.4775,153
1031,106.51,152
1032,106.0325,151
1033,123.4875,150
1034,116.8875,149
1035,114.8725,148
1036,142.75,147
1037,117.1425,146
1038,142.6025,145
1039,117.0825,144
1040,127.6375,143
1041,127.2725,142
1042,141.88,141
1043,107.3475,140
1044,134.64,139
1045,109.8,138
1046,125.005,137
1047,116.8925,136
1048,116.9725,135
1049,122.5175,134
1050,118.7425,133
1051,118.9325,132
1052,114.5975,131
1053,105.3,130
1054,106.39,129
1055,136.625,128
1056,116.295,127
1057,124.295,126
1058,125.395,125
1059,110.1825,124
1060,117.5925,123
1061,110.5675,122
1062,110.56,121
1063,129.09,120
1064,112.4025,119
1065,117.0575,118
1066,125.6525,117
1067,124.955,116
1068,122.2375,115
1069,111.125,114
1070,110.2025,113
1071,130.85,112
1072,124.8075,111
1073,140.7275,110
1074,119.1475,109
1075,116.31,108
1076,111.965,107
1077,119.7125,106
1078,102.24,105
1079,116.6375,104
1080,124.1725,103
1081,126.1375,102
1082,108.495,101
1083,130.3275,100
1084,117.2275,99
1085,119.765,98
1086,126.8475,97
1087,116.0225,96
1088,190.76,179
1089,195.1925,178
1090,199.215,177
1091,205.85,176
1092,195.7025,175
1093,187.24,174
1094,192.9525,173
1095,193.57,172
1096,186.94,171
1097,196.3775,170
1098,185.2975,169
1099,196.7975,168
1100,189.0875,167
1101,182.3575,166
1102,183.455,165
1103,176.005,164
1104,187.4125,163
1105,178.625,162
1106,174.395,161
1107,169.91,160
1108,173.99,159
1109,181.1775,158
1110,175.8975,157
1111,172.725,156
1112,173.38,155
1113,175.055,154
1114,186.9525,153
1115,169.065,152
1116,164.1375,151
1117,166.07,150
1118,163.3475,149
1119,176.6575,148
1120,178.98,147
1121,169.305,146
1122,168.5325,145
1123,164.3525,144
1124,165.015,143
1125,158.87,142
1126,158.415,141
1127,154.11,140
1128,159.79,139
1129,159.4375,138
1130,161.34,137
1131,147.7725,136
1132,154.9025,135
1133,147.915,134
1134,145.54,133
1135,148.035,132
1136,133.79,131
1137,148.0725,130
1138,142.5425,129
1139,139.325,128
1140,130.6575,127
1141,140.6325,126
1142,139.4625,125
1143,134.9025,124
1144,136.9575,123
1145,130.185,122
1146,141.17,121
1147,124.985,120
1148,116.5025,119
1149,129.1525,118
1150,126.7275,117
1151,136.75,116
1152,131.17,115
1153,129.695,114
1154,133.82,113
1155,126.4025,112
1156,116.85,111
1157,117.1275,110
1158,123.93,109
1159,126.0925,108
1160,96.63,107
1161,91.9575,106
1162,107.6475,105
1163,111.835,104
1164,104.2325,103
1165,97.4625,102
1166,113.0775,101
1167,81.015,100
1168,106.2575,99
1169,99.5575,98
1170,77.185,97
1171,207.94,340
1172,229.515,339
1173,228.005,338
1174,208.865,337
1175,231.335,336
1176,218.0575,335
1177,208.97,334
1178,205.61,333
1179,205.0175,332
1180,214.3775,331
1181,205.63,330
1182,211.0425,329
1183,219.785,328
1184,200.725,327
1185,208.8625,326
1186,205.4275,325
1187,213.865,324
1188,203.6975,323
1189,205.105,322
1190,198.6775,321
1191,184.415,320
1192,188.4675,319
1193,187.1275,318
1194,214.1375,317
1195,193.1125,316
1196,172.725,315
1197,186.9525,314
1198,206.6425,313
1199,201.58,312
1200,205.1175,311
1201,183.1025,310
1202,187.475,309
1203,200.83,308
1204,218.2775,307
1205,166.8125,306
1206,193.3825,305
1207,187.2275,304
1208,205.3575,303
1209,200.5875,302
1210,177.14,301
1211,191.6175,300
1212,215.97,299
1213,193.685,298
1214,175.03,297
1215,178.865,296
1216,183.7675,295
1217,188.725,294
1218,165.9275,293
1219,170.0775,292
1220,154.34,291
1221,163.9325,290
1222,162.92,289
1223,165.0775,288
1224,167.3125,287
1225,192.925,286
1226,172.0875,285
1227,170.6175,284
1228,169.6825,283
1229,159.02,282
1230,166.9375,281
1231,166.93,280
1232,168.2225,279
1233,163.1125,278
1234,176.475,277
1235,157.63,276
1236,186.255,275
1237,167.295,274
1238,145.83,273
1239,167.7575,272
1240,150.0525,271
1241,157.86,270
1242,137.6075,269
1243,145.86,268
1244,150.255,267
1245,144.51,266
1246,143.9275,265
1247,166.1975,264
1248,151.01,263
1249,154.7275,262
1250,154.475,261
1251,165.6725,260
1252,155.6875,259
1253,138.335,258
1254,145.6275,257
1255,140.7125,256
1256,142.7825,255
1257,159.2575,254
1258,150.49,253
1259,146.5825,252
1260,165.5275,251
1261,142.0775,250
1262,138.2875,249
1263,142.105,248
1264,132.505,247
1265,126.4475,246
1266,146.5075,245
1267,142.1925,244
1268,135.8975,243
1269,142.385,242
1270,120.5525,241
1271,145.2925,240
1272,141.43,239
1273,142.355,238
1274,125.465,237
1275,136.785,236
1276,149.42,235
1277,158.91,234
1278,145.045,233
1279,154.75,232
1280,147.3125,231
1281,127.5175,230
1282,137.215,229
1283,138.695,228
1284,137.14,227
1285,127.6225,226
1286,134.01,225
1287,144.39,224
1288,149.5925,223
1289,136.48,222
1290,141.0475,221
1291,144.975,220
1292,146.235,219
1293,132.4475,218
1294,138.155,217
1295,137.605,216
1296,127.6225,215
1297,142.9,214
1298,130.3025,213
1299,113.7125,212
1300,134.4325,211
1301,146.7125,210
1302,127.8875,209
1303,130.62,208
1304,138.8175,207
1305,146.3925,206
1306,128.5275,205
1307,135.8425,204
1308,121.2325,203
1309,119.835,202
1310,148.46,201
1311,139.22,200
1312,137.035,199
1313,135.4075,198
1314,142.26,197
1315,124.5175,196
1316,133.5975,195
1317,126.975,194
1318,127.12,193
1319,121.295,192
1320,122.63,191
1321,120.3225,190
1322,110.985,189
1323,137.7325,188
1324,135.1225,187
1325,128.0825,186
1326,129.5425,185
1327,132.0175,184
1328,120.68,183
1329,126.41,182
1330,123.6575,181
1331,122.6575,180
1332,133.1125,179
1333,126.92,178
1334,127.4125,177
1335,131.7425,176
1336,120.06,175
1337,132.695,174
1338,124.5075,173
1339,128.4825,172
1340,127.64,171
1341,114.095,170
1342,123.6,169
1343,124.265,168
1344,117.54,167
1345,127.4675,166
1346,127.6675,165
1347,121.1625,164
1348,131.4925,163
1349,131.475,162
1350,115.4025,161
1351,121.8225,160
1352,130.3425,159
1353,123.5,158
1354,118.055,157
1355,128.89,156
1356,143.135,155
1357,124.2,154
1358,127.7075,153
1359,119.0825,152
1360,120.0225,151
1361,125.6325,150
1362,114.9025,149
1363,111.93,148
1364,114.365,147
1365,107.06,146
1366,122.1025,145
1367,113.82,144
1368,102.8775,143
1369,106.8275,142
1370,120.5175,141
1371,119.4,140
1372,108.1425,139
1373,111.69,138
1374,114.3375,137
1375,108.7575,136
1376,108.985,135
1377,119.3825,134
1378,107.705,133
1379,116.255,132
1380,116.8625,131
1381,123.8525,130
1382,102.5425,129
1383,114.62,128
1384,95.75,127
1385,106.0125,126
1386,111.4825,125
1387,97.1075,124
1388,210.41,289
1389,191.795,288
1390,229.9925,287
1391,205.205,286
1392,212.8075,285
1393,201.5075,284
1394,214.17,283
1395,190.985,282
1396,196.82,281
1397,201.9675,280
1398,207.1175,279
1399,199.09,278
1400,203.1175,277
1401,202.815,276
1402,201.1025,275
1403,195.59,274
1404,204.7825,273
1405,183.2725,272
1406,193.5975,271
1407,198.3725,270
1408,183.9375,269
1409,191.38,268
1410,195.4775,267
1411,172.015,266
1412,187.4325,265
1413,184.345,264
1414,197.3575,263
1415,177.81,262
1416,199.3575,261
1417,192.245,260
1418,191.8075,259
1419,188.4125,258
1420,192.195,257
1421,194.81,256
1422,179.2775,255
1423,182.25,254
1424,168.7625,253
1425,181.255,252
1426,185.6,251
1427,185.05,250
1428,177.79,249
1429,157.7525,248
1430,167.895,247
1431,163.8225,246
1432,164.2175,245
1433,166.3275,244
1434,174.795,243
1435,162.4575,242
1436,153.89,241
1437,147.7575,240
1438,163.48,239
1439,161.86,238
1440,158.375,237
1441,175.525,236
1442,163.265,235
1443,158.7225,234
1444,158.2625,233
1445,144.3575,232
1446,167.25,231
1447,150.465,230
1448,168.55,229
1449,162.02,228
1450,165.425,227
1451,164.8375,226
1452,145.23,225
1453,156.1775,224
1454,159.885,223
1455,147.2625,222
1456,148.22,221
1457,137.69,220
1458,150.94,219
1459,144.855,218
1460,164.1225,217
1461,130.7525,216
1462,152.875,215
1463,149.805,214
1464,152.895,213
1465,171.0925,212
1466,146.765,211
1467,132.635,210
1468,132.7775,209
1469,159.54,208
1470,162.125,207
1471,127.575,206
1472,163.2825,205
1473,141.9225,204
1474,144.33,203
1475,133.2525,202
1476,134.6375,201
1477,139.62,200
1478,134.0525,199
1479,134.375,198
1480,136.4075,197
1481,132.6,196
1482,143.505,195
1483,144.4425,194
1484,114.145,193
1485,146.4775,192
1486,138.5975,191
1487,124.67,190
1488,128.645,189
1489,131.48,188
1490,133.6325,187
1491,136.05,186
1492,130.075,185
1493,141.7325,184
1494,133.9225,183
1495,126.5825,182
1496,116.455,181
1497,124.8325,180
1498,132.6875,179
1499,137.5525,178
1500,143.11,177
1501,111.0875,176
1502,117.6725,175
1503,140.6575,174
1504,115.6225,173
1505,126.17,172
1506,128.6675,171
1507,117.865,170
1508,127.9475,169
1509,114.705,168
1510,118.925,167
1511,116.9575,166
1512,134.3875,165
1513,117.995,164
1514,122.66,163
1515,134.13,162
1516,125.6975,161
1517,143.0125,160
1518,121.2725,159
1519,117.605,158
1520,119.29,157
1521,123.4325,156
1522,138.57,155
1523,122.0725,154
1524,108.175,153
1525,111.05,152
1526,144.665,151
1527,112.4575,150
1528,116.95,149
1529,118.3625,148
1530,115.785,147
1531,137.055,146
1532,132.325,145
1533,114.3575,144
1534,127.15,143
1535,124.2275,142
1536,123.205,141
1537,116.5575,140
1538,116.005,139
1539,118.5325,138
1540,115.37,137
1541,143.09,136
1542,138.3175,135
1543,109.8125,134
1544,116.5325,133
1545,107.2175,132
1546,117.4775,131
1547,130.885,130
1548,123.4375,129
1549,131.0575,128
1550,145.215,127
1551,121.8525,126
1552,121.7675,125
1553,118.4725,124
1554,129.0225,123
1555,127.23,122
1556,112.7275,121
1557,117.3925,120
1558,133.1325,119
1559,119.25,118
1560,108.4875,117
1561,123.23,116
1562,102.86,115
1563,123.775,114
1564,122.17,113
1565,131.8525,112
1566,134.425,111
1567,115.0575,110
1568,135.9725,109
1569,106.3075,108
1570,125.2725,107
1571,127.055,106
1572,118.6975,105
